long,lat,addr,city,state,zip,url,beds,baths,sqft,date,price
-1,-1,4724 Hatfield St,Pittsburgh,PA,15201,https://www.homes.com/property/4724-hatfield-st-pittsburgh-pa-15201/id-400022977965/,4,1,2172,1910,196654
-1,-1,4738 Hatfield St,Pittsburgh,PA,15201,https://www.homes.com/property/4738-hatfield-st-pittsburgh-pa-15201/id-400022977970/,3,2,1538,1910,194568
-1,-1,4740 Hatfield St,Pittsburgh,PA,15201,https://www.homes.com/property/4740-hatfield-st-pittsburgh-pa-15201/id-400022977971/,3,1,1448,1910,246352
-1,-1,4742 Hatfield St,Pittsburgh,PA,15201,https://www.homes.com/property/4742-hatfield-st-pittsburgh-pa-15201/id-400022977972/,3,1,1448,1910,203412
-1,-1,4814 Blackberry Way,Pittsburgh,PA,15201,https://www.homes.com/property/4814-blackberry-way-pittsburgh-pa-15201/id-400022977986/,2,1,1088,1900,136462
-1,-1,4817 Blackberry Way,Pittsburgh,PA,15201,https://www.homes.com/property/4817-blackberry-way-pittsburgh-pa-15201/id-400022977983/,2,1,832,1911,194314
-1,-1,4823 Blackberry Way,Pittsburgh,PA,15201,https://www.homes.com/property/4823-blackberry-way-pittsburgh-pa-15201/id-400032847152/,2,1,832,1911,194340
-1,-1,4824 Blackberry Way,Pittsburgh,PA,15201,https://www.homes.com/property/4824-blackberry-way-pittsburgh-pa-15201/id-400030164502/,3,1,1056,1900,264702
-1,-1,96 44th St,Pittsburgh,PA,15201,https://www.homes.com/property/96-44th-st-pittsburgh-pa-15201/id-400022978070/,3,1,990,1905,89389
-1,-1,98 44th St,Pittsburgh,PA,15201,https://www.homes.com/property/98-44th-st-pittsburgh-pa-15201/id-400022978069/,2,1,1560,1905,198776
-1,-1,1105 Normahill Dr,Pittsburgh,PA,15201,https://www.homes.com/property/1105-normahill-dr-pittsburgh-pa-15201/id-400022631568/,2,1,864,1940,166865
-1,-1,1434 Simona Dr,Pittsburgh,PA,15201,https://www.homes.com/property/1434-simona-dr-pittsburgh-pa-15201/id-400022631624/,2,1,851,1941,111453
-1,-1,1439 Simona Dr,Pittsburgh,PA,15201,https://www.homes.com/property/1439-simona-dr-pittsburgh-pa-15201/id-400022631628/,3,1,1188,1941,158286
-1,-1,1442 Simona Dr,Pittsburgh,PA,15201,https://www.homes.com/property/1442-simona-dr-pittsburgh-pa-15201/id-400022631622/,2,1,851,1942,122801
-1,-1,1454 Simona Dr,Pittsburgh,PA,15201,https://www.homes.com/property/1454-simona-dr-pittsburgh-pa-15201/id-400022631618/,2,1,851,1941,146742
-1,-1,1461 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1461-hawthorne-st-pittsburgh-pa-15201/id-400022631577/,2,1,1056,1949,129967
-1,-1,1500 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1500-hawthorne-st-pittsburgh-pa-15201/id-400022631713/,2,2,1108,1942,157163
-1,-1,1510 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1510-hawthorne-st-pittsburgh-pa-15201/id-400022631711/,3,2,1510,1950,161460
-1,-1,1513 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1513-hawthorne-st-pittsburgh-pa-15201/id-400022631581/,3,1,1337,1949,190020
-1,-1,1516 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1516-hawthorne-st-pittsburgh-pa-15201/id-400022631709/,3,1,1380,1953,144332
-1,-1,1523 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1523-hawthorne-st-pittsburgh-pa-15201/id-400022631583/,3,2,1365,1945,157736
-1,-1,1528 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1528-hawthorne-st-pittsburgh-pa-15201/id-400022631706/,3,2,1288,1945,165154
-1,-1,1535 Simona Dr,Pittsburgh,PA,15201,https://www.homes.com/property/1535-simona-dr-pittsburgh-pa-15201/id-400022631643/,3,1,1092,1940,151830
-1,-1,1539 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1539-hawthorne-st-pittsburgh-pa-15201/id-400022631586/,2,2,1377,1948,135261
-1,-1,1543 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1543-hawthorne-st-pittsburgh-pa-15201/id-400022631589/,3,3,1230,1945,161586
-1,-1,1544 Woodbine St,Pittsburgh,PA,15201,https://www.homes.com/property/1544-woodbine-st-pittsburgh-pa-15201/id-400022631646/,3,2,1356,1960,156095
-1,-1,1553 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1553-hawthorne-st-pittsburgh-pa-15201/id-400022631592/,3,1,1590,1950,181851
-1,-1,1554 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1554-hawthorne-st-pittsburgh-pa-15201/id-400022631700/,2,1,1090,1945,147411
-1,-1,1576 Woodbine St,Pittsburgh,PA,15201,https://www.homes.com/property/1576-woodbine-st-pittsburgh-pa-15201/id-400022631605/,2,1,756,1944,143353
-1,-1,1601 Hawthorne St,Pittsburgh,PA,15201,https://www.homes.com/property/1601-hawthorne-st-pittsburgh-pa-15201/id-400022631596/,2,1,1320,1950,168115
-1,-1,240 46th St 2jan 2jan 2jan,Pittsburgh,PA,15201,https://www.homes.com/property/240-46th-st-2jan-2jan-2jan-pittsburgh-pa-15201/id-400022876957/,3,1,1778,1925,138234
-1,-1,246 46th St,Pittsburgh,PA,15201,https://www.homes.com/property/246-46th-st-pittsburgh-pa-15201/id-400022876953/,3,1,1470,1925,111600
-1,-1,254 46th St,Pittsburgh,PA,15201,https://www.homes.com/property/254-46th-st-pittsburgh-pa-15201/id-400022876946/,2,1,2271,1925,273279
